Value
0.05622894726322364
5.517041813891766e-05
0.650147147147147
0.68893993993994
0.5044754754754754
0.5811921921921922
0.9953640589601418
0.9341769458368945
0.9995555559794108
0.9986666679382324
0.1386488825082779
0.041936375200748444
0.04340243712067604
0.0526757538318634
0.06795858591794968
0.18981462717056274
